artTitle,artContent,artCatagory
宜鼎集團攜手NVIDIA 擴大AI生態系部署 強化智慧工廠AOI檢測效能,宜鼎國際（Innodisk）與旗下安提國際（Aetina）今（29）日共同宣布，攜手NVIDIA打造新一代AI視覺解決方案；結合其AI架構與安提SuperEdge高算力AI訓練平台，賦能智慧製造場域、推升傳統AOI檢測效能。宜鼎表示，公司全力投入AIoT布局，以「極致整合、深植應用、智慧賦能」為策略發展基礎，強化集團內部資源整合、拓展全球夥伴關係，藉以完善Innodisk AI解決方案並深度耕耘多元垂直應用市場。宜鼎旗下安提國際，為全球AI解決方案領導品牌，本次與母公司宜鼎國際共同加入NVIDIA Metropolis生態系夥伴，結合NVIDIA Metropolis視覺人工智慧技術架構，以及由NVIDIA GPU驅動的安提SuperEdge高算力AI訓練平台，建構專為智慧工廠打造的新一代AI視覺解決方案。宜鼎指出，該AI視覺解決方案鎖定採用傳統AOI技術的印刷電路板組裝（Printed Circuit Board Assembly；PCBA）工廠產線，旨在導入最新AI技術，優化既有檢測流程的整體精準度，進而降低人工複檢成本，此外，透過NVIDIA Metropolis for Factories技術，以及安提NVIDIA-Certified Systems（NCS）3.0的SuperEdge AI平台，產線管理者及工業解決方案提供商能夠在既有AOI檢測環節後，外加第二站AI智慧化程序，針對未通過AOI檢測的物件進行再次辨識，達到雙重驗證效果。宜鼎預期將NVIDIA Metropolis與SuperEdge平台導入興建中的二期研發製造中心，佈建嶄新AI智能產線，並作為NVIDIA Metropolis全球示範場域，期望以所在地宜蘭科學園區為起點，促進AI工業自動化革新。董事長簡川勝強調，公司高度重視本次與NVIDIA的合作，不僅整合其全球領先的AI技術能力，更進一步激發子公司安提AI訓練平台的算力與效能，強化產品競爭力與潛在商機。簡川勝進一步說，宜鼎、安提與NVIDIA的合作關係，將在未來持續擴大，相信在三方的通力合作之下，能更有效發揮AI軟硬整合綜效，並將AI從高端技術，轉化成為能夠實際落地商轉的應用案例，推動全球產業客戶的智能轉型。,產經
Computex 2023／NVIDIA黃仁勳演講 人潮擠爆現場,台北國際電腦展（COMPUTEX）明（30）天正式開展，COMPUTEX Opening Keynote今天由NVIDIA創辦人暨執行長黃仁勳專題演講，人潮擠爆現場，台塑集團總裁王文淵也率領台塑四寶董事長一起到場聆聽。黃仁勳演講時身穿皮衣亮相，也在演講時秀出最新NVIDIA GeForce RTX 4060 Ti圖像處理器最新顯示卡等產品。台北國際電腦展（COMPUTEX）明（30）天正式開展，COMPUTEX Opening Keynote今天由NVIDIA創辦人暨執行長黃仁勳專題演講。記者胡經周／攝影台北國際電腦展（COMPUTEX）明（30）天正式開展，COMPUTEX Opening Keynote今天由NVIDIA創辦人暨執行長黃仁勳專題演講。記者胡經周／攝影台北國際電腦展（COMPUTEX）明（30）天正式開展，COMPUTEX Opening Keynote今天由NVIDIA創辦人暨執行長黃仁勳專題演講。記者胡經周／攝影COMPUTEX Opening Keynote今天由NVIDIA創辦人暨執行長黃仁勳專題演講，台塑集團總裁王文淵（右）也率領台塑四寶董事長一起到場聆聽。記者胡經周／攝影台北國際電腦展（COMPUTEX）明（30）天正式開展，COMPUTEX Opening Keynote今天由NVIDIA創辦人暨執行長黃仁勳專題演講。記者胡經周／攝影台北國際電腦展（COMPUTEX）明（30）天正式開展，COMPUTEX Opening Keynote今天由NVIDIA創辦人暨執行長黃仁勳專題演講。記者胡經周／攝影台北國際電腦展（COMPUTEX）明（30）天正式開展，COMPUTEX Opening Keynote今天由NVIDIA創辦人暨執行長黃仁勳專題演講，黃仁勳演講時身穿皮衣亮相，也在演講時秀出最新NVIDIA GeForce RTX 4060 Ti圖像處理器最新顯示卡等產品。記者胡經周／攝影,產經
黃仁勳今開講 王文淵成座上賓,"輝達創辦人暨執行長黃仁勳今天將發表台北國際電腦展（COMPUTEX）主題專講，台塑（1301）集團總裁王文淵將成為座上賓，並率領台塑四寶董座共同出席聆聽「AI教父」談產業趨勢。最紅的AI和台灣石化業龍頭融合在一起會激盪出哪些新火花，預料將成為現場另一熱門話題。台北國際電腦展主辦單位對黃仁勳今天開講的主題保密到家。據透露，黃仁勳將發表AI、加速運算、工業數位化和生成式AI等各領域全新突破與最新進展。業界認為，台塑集團由王文淵領軍出席，顯見台塑集團對人工智慧領域極為重視，也為台塑與輝達雙方日後可能的合作埋下伏筆。黃仁勳日前抵台後，掀起旋風，27日出席台大畢業典禮已讓現場爆滿，今天台北國際電腦展主題專講日前開放線上報名後，人氣爆棚更是讓報名系統逼近癱瘓，顯見黃仁勳的魅力。據了解，黃仁勳今天的台北國際電腦展主題專講線上報名數已高達5,000人以上。業界人士分析，輝達在日前的人工智慧和元宇宙時代大會（GTC）上宣布一系列在生成式AI、模擬和協作方面的突破，黃仁勳也在GTC高喊AI的「iPhone時刻」已經來臨，可見AI應用加速前進，科技創新技術備受關注，也讓台塑集團管理階層相當重視。黃仁勳27日在台大畢業典禮致詞時，也特別向畢業生大談AI的重要性，強調AI將改變所有產業、讓電腦產業重生，是台灣的黃金契機。由於今天出席台北國際電腦展主題專講都是來各行業的專業人士，一般預料，黃仁勳將對更多AI技術性、產業趨勢應用等進行更多且深入的說明。除了黃仁勳之外，本次台北國際電腦展也有來自全球各國的大咖，包括矽智財一哥安謀執行長哈斯（Rene Haas）、全球最大IC設計廠高通、車用晶片二哥恩智浦等國際重量級大廠都將來台與會，眾星雲集。今年台北國際電腦展將於5月30日至6月2日在台北南港展覽館1館及2館舉辦，計有22國1,000家廠商參與，使用3,000個攤位。",產經
真假AI概念股 小摩解碼,輝達掀起全球AI投資旋風，分析師趕忙重新評估AI對各企業營收的助益，也讓「誰是真AI概念股，誰是蹭題材沒實質的偽AI股」現形。摩根大通最新分析報告顯示，台廠以鴻海（2317）集團、廣達（2382）、英業達（2356）、緯穎（6669）等電子代工業者「最純」，今年AI營收占比最高可達約一成。值得注意的是，近期獲市場追捧的散熱、ABF載板等個股幾乎是「純題材」。其中，散熱廠奇鋐（3017）、ABF載板廠景碩（3189）近期遭蘋果剔除供應鏈，因市場點名是AI概念股，股價噴發，奇鋐近二個交易日股價大漲逾11%，上周五一度衝上歷史新高價212.5元。景碩不僅遭蘋果移除供應鏈名單，近期還因為訂單冷清而傳出關閉桃園新屋廠，惟公司說僅關閉部份機台與鼓勵員工休假，奇鋐、景碩利空不跌還大漲，成為市場焦點，但小摩報告壓根沒提到這兩家公司。小摩報告中，散熱、ABF載板受惠廠分別為建準（2421）、欣興（3037），惟占比各僅1%至2%，是「非常低」的狀況。MarketWatch報導，摩根大通以哈里哈蘭為首的分析師團隊在估算科技業者今年AI營收占比後，獲益最大的清一色都是美企，以輝達高達50%至60%居冠，博通介於10%至13%，邁威爾和美光各為10%，多數亞洲科技業者直接受惠於AI的程度都不高。小摩特別點出，超微、英特爾、英飛凌、意法半導體、荷蘭ASM國際等全球知名半導體廠，今年AI營收占比僅是「有限」的程度，頗讓市場意外。台廠當中，以電子代工廠受惠程度最大，包括鴻海集團、廣達、英業達、緯穎AI營收占比至少5%起跳，上看一成；技嘉（2376）為中到高個位數百分比，檢測廠致茂（2360）可望為7%至8%。但近期股價狂漲的電子代工廠緯創（3231）僅2%至3%。半導體廠方面，占比最高的為日月光（3711）的3%至5%，台積電（2330）身為輝達最大晶圓代工夥伴，但因營收規模龐大，實質上來自AI占比僅約2%至3%。小摩報告中也提到股王信驊（5274）與台達電（2308），其中信驊AI營收占比估僅1%；台達電則未有明確數據，僅註記「有限」。其他國際大廠方面，根據報告，蘇州旭創科技今年來自AI的營收占比預估將為10%以下，愛德萬測試介於5%~15%，中國大陸浪潮集團與日本Hoya集團各為5%~10%。SK海力士是中到高個位數百分比，東京威力科創為1%，三星電機 不到1%。,股市
台積、大立光 四檔放閃,台股昨（18）日再度上漲，短線多方氣勢強勁，台積電（2330）、大立光（3008）等權值股營運轉圜可期，為近來資金主要敲進標的，權證發行商建議，看好相關標的投資人可透過權證布局，放大槓桿，提升獲利空間。台積電6、7奈米稼動率自2022年末起難以提振，不過，隨PCIe Gen 5、WIFI 7以及2024年的射頻收發器需求浮現，法人認為台積電營運最糟的情況已過。法人分析，台積電在6奈米製程上已開發出車用相關產品，因此預期台積電6、7奈米稼動率可由2023年上半年的50%恢復至明年的70%以上。明年隨更多樣的產品陸續在3奈米製程上開出，估台積電明年營收及獲利可有逾20%年成長。另一方面，台積電已經獲得了人工智慧資料中心市場上大部分的GPU訂單，包括輝達、超微和英特爾。ASIC和FPGA的需求增加也將刺激對於台積電先進製程代工和先進封裝的需求。大立光雖然4月營收及第1季獲利不夠理想，不過展望未來，法人對大立光正面看法維持不變，因為新iPhone將採用潛望鏡頭，規格可能升級，都有助大立光獲利。法人指出，安卓智慧型手機需求恢復步調較預期緩慢，不過潛望式鏡頭平均銷售單價高，加上市占率可提升至75%，同時未來iPhone 16可望採創新摺疊鏡頭及安卓品牌手機規格未來升級可期，使大立光可鞏固其產業領先地位，中長期營運並將有提升空間。儘管目前智慧型手機需求低迷，但在iPhone15系列之中，大立光將受益最大，因為大立光在潛望式鏡頭領域將保持優勢地位。估計2023年、2024年潛望式鏡頭將貢獻大立光各5%、10%的收入。權證發行商建議，看好台積電、大立光後市的投資人，可買進價外20%至價內10%、距離到期日60天以上的權證，參與這波行情。,股市
廣達4月營收月減16.1% 下探近12個月低點,代工大廠廣達（2382）今（9）日公布4月營收為新台幣778.41億元，相較上月營收927.59億元，月減16.1%，寫下近12個月以來新低；而單月營收較去年同期667.28億元，年增16.7%，累積前4個月合併營收3440.22億元，較去年同期3685.09億元、年減6.6%。近日筆電市場大清庫存，影響代工廠出貨不如預期，連廣達的銷售量也受到影響，不過幸好公司長期佈局雲端、AI伺服器領域，縮小單一產品市場帶來的影響，而評估市場現狀，法人認為，廣達旗下客戶庫存調整已步入尾聲，隨著水位慢慢回歸健康，將有利於下半年出貨，整體銷售量也將回歸旺季格局，預計整體表現有望明顯改善。此外，廣達積極擴大東南亞佈局，於越南南定省的投資登記證已於5日獲簽發，針對越南新廠，廣達將投資規模提升至1.2億美元，第一階段廠房面積達22.5公頃，最快明年下半年可以完工；且廣達營運表現也有所回溫，展望後市，公司看好本季筆電出貨有望優於首季，伺服器全年出貨力拚成長個位數百分比。,股市
輝達曝密友廣達、美超微、鴻佰 黃仁勳解釋一身黑原因,「現在是台灣的黃金時刻！」輝達創辦人黃仁勳旋風式橫掃 COMPUTEX，生成式AI及背後的龐大生態系正由他帶領的供應鏈夥伴獨領風騷，而相關供應鏈也浮上台面，鴻海集團旗下鴻佰（Ingrasys）負責GH200超級晶片及 HGX GH200 超級電腦生產，廣達集團旗下雲達及 Supermicro 針對企業市場開發的模組化 MGX 伺服器。黃仁勳本周一席黑色勁裝在 COMPUTEX 會場，他出現在聯發科發表會與董事長蔡力行發表合作汽車產業，親自拜訪雲達科技攤位，同時6月1日將為 Supermicro 創辦人梁見後的演說站台，他所到之處都颳起旋風，黃仁勳創業以來合作20年以上合作夥伴浮上台面。昨日他拜訪6年前與輝達合作第一台AI超級電腦 DGX1 的雲達科技，會晤廣達副董事長梁次震及雲達總經理楊麒令，對於為何一身黑皮衣，他也解釋原因「我不用一直決定顏色，減少做決定的時間。」且不論天候都穿黑外套，他幽默地說「因為我一直很cool」。今年生成式AI應用從學術走下殿堂，進入廣泛的商業應用，輝達的 DGX AI 超級電腦畢竟昂貴，為將生成式AI應用推入雲服務業者資料中心、電信機房、企業，輝達發表 MGX 模組化架構超大規模 HPC AI 伺服器系統，搭載AI超級晶片 Grace Hooper，主要作為AI訓練及推理，廣達旗下雲達是第一波兩大合作夥伴之一預計2023年底量產。「黃仁勳帶著我們往AI走。」廣達副董梁次震表示，跟輝達6年前合作第一個AI超級電腦 DGX1，現在合作 MGX1，將AI從超級大型資料中心走向主流市場，廣達也透露出貨伺服器中50%為AI應用，該比例高於同業，楊麒令也透露目前看來雲端資料中心業者資本支出上，會更將資源放在GPU伺服器擴充更勝於CPU。而另一家 MGX 模組化架構伺服器首發合作夥伴 Supermicro 也在攤位展出雙Grace處理器及4張L40 GPU卡的 OVX 架構 MGX 伺服器，該架構適合數位孿生及物理模擬業務，不過由於GPU並非最新H100晶片，故雲達應該是此獨家以 Grace Hopper AI 超級晶片開發MGX伺服器業者。據了解，兩家合作夥伴除具有優異的系統設計能力，Supermicro 跟廣達與輝達均是莫逆之交，在輝達20年前仍規模甚小，就願意傾力合作，是造就如今合作關係密切主因。黃仁勳平民風格席捲，除了所到之處不拒絕與粉絲合影，他也首度將皮衣外套借楊麒令穿，楊麒令大嘆皮衣比想像重！原以為是羊皮輕巧，沒想到是牛皮又沈又重，他也認為黃一定有非常多套類似外套，且刻意挑如此有份量的外套不論天氣如何都一以貫之，應該有其他深刻的用意。而黃仁勳黑色上衣是 BURBERRY 品牌，立刻被粉絲熱搜，黃仁勳也捲起袖子露出輝達LOGO刺青給楊麒令看，幽默問：你的（QCT刺青）在哪裡？業者指出，AI應用普及化兩大關鍵在於「網路頻寬」及「電力」，而輝達也傾力解決中。生成式AI服務正從超級電腦（HPC）走向主流雲端CSP業者，黃仁勳表示，未提供優化的以太網路頻寬，為此輝達重新設計全新網路交換器及智慧資料處理器（DPU），提供跨雲跨地的元宇宙服務能力，未來只要透過瀏覽器，內容的投遞會更個人化，生成式AI服務能即時帶來全新世界。黃仁勳表示，未來人類將跟AI合作，工作者未必需要高的軟體程式能力，AI就能與之協作，數位雙生的工廠可以在新品試產前就能模擬找出可能的錯誤，提早除錯，內容生成引擎讓遊戲開發的 Avatar Cloud Engine（ACE）也能立即辨識80種語言，提高玩家與遊戲角色（NPC）互動沉浸感，黃仁勳強調，未來世界將是全新的樣貌。而 Grace Hopper AI 超級晶片模組，由鴻海集團旗下鴻佰位於新竹的工廠生產，該模組將用於輝達自家 DGX GH200 或雲達開發的 MGX 架構伺服器中，而黃仁勳在開幕演說中秀出容納256個 Grace Hopper 超級晶片的人工智慧超級電腦同時，桌上擺的 HGX GH200 也是是鴻佰代工。黃仁勳被問及當前最大挑戰為何？他表示在於如何跟夥伴合作加速H100量產，他表示，超級電腦 DGX GH200 重量65磅、由3.5萬零件組成，這是由許多美國跟台灣夥伴一起合作開發完成，如何密切合作，加速 Grace Hooper 超級晶片量產，以滿足龐大的AI運算需求是下半年課題。「現在是加速運算跟生成式AI轉類點」黃仁勳說，CPU為主的資料中心時代將結束，現在工作負載不斷增加，若增加CPU就會增加耗電，為要加速工作效率，GPU可以讓運算加快，自然就能省電，而隨超級電腦 Grace Hooper 中首度搭配Arm架構的Grace晶片，也意味更低成本更省電，能否顛覆現今以X86為主的伺服器帝國值得拭目以待。Supermicro展出第一台OVX架構MGX模組AI伺服器，搭載兩顆Grace處理器跟4張L40繪圖卡。王郁倫攝影輝達跟雲達關係密切，雲達是第一個DGX及MGX架構AI伺服器的開發夥伴，圖左為輝達創辦人黃仁勳，右為雲達總經理楊麒令。王郁倫攝影鴻佰秀出水冷DGX SH200 AI超級電腦設計。王郁倫攝影黃仁勳（右）跟廣達副董事長梁次震（左）有20年交情，昨親自到攤位拜訪。王郁倫攝影黃仁勳展示輝達推出的AI超級電腦HGX SH200，由鴻佰代工。王郁倫攝影鴻海集團旗下工業富聯（FII）旗下鴻佰科技幫輝達打造超級晶片Grace Hopper模組。王郁倫攝影,產經
聯發科、聯電 認購火,NVIDIA執行長黃仁勳於29日Computex主題演講後，趕赴聯發科記者會，宣誓雙方將強強聯手，聚焦智慧汽車領域，激勵昨（30）日相關概念股不畏大盤漲多拉回，紛紛逆勢走強表態，相關權證也交投紅火，成為市場矚目焦點。台股於5月中旬之後重啟一波漲勢，受惠於輝達（NVIDIA）財測與股價表現帶旺科技股，資金回流電子族群，而昨（30）日由於美股休市、近日強勢股漲勢收斂，大盤進入震盪整理，然而，AI相關族群當中的車用晶片概念股仍然逆勢走強，例如聯發科（2454）、聯電（2303）。輝達（NVIDIA）執行長黃仁勳於台北國際電腦展專講中指出，車用半導體才剛進入起步階段，未來更舒適的智慧座艙、自動駕駛，都需要更多的半導體技術。而聯發科與輝達也宣布首度合作，攜手進軍車用市場，透過晶片與AI的整合，從打造為軟體定義汽車提供完整的智慧座艙方案出發，搶攻智慧汽車市場龐大商機，帶動車用晶片概念股漲勢。聯發科近年積極拓展車用事業，並以手機晶片天璣系列，延伸至車用領域來命名，成為Dimensity Auto汽車平台。聯發科將開發整合輝達GPU小晶片（chiplet）的汽車系統單晶片，搭載輝達的AI與繪圖運算IP，該小晶片支援互連技術，可實現小晶片間流暢且高速互連互通。法人認為，此次合作為二家公司技術長處的結合，在汽車應用可提升駕駛人的體驗，並能提供從入門至高階產品的廣泛產品線，車商有多樣選擇。但由於車用產品認證時程較長，預期首批產品將於2025年底問世，預計最快2026年至2027年將有對應的車款上市。聯電也看好電動車市場需求快速成長，車用電子化所需的半導體數量迅速增加，聯電車用業務占今年第1季總營收17%，在汽車電子化和自動駕駛推動下，車用晶片量持續增加，車用產品將是未來重要營收來源和成長動力。聯電日本子公司USJC與知名車用電子供應商日本電裝株式會社（DENSO）合作生產的絕緣閘極雙極性電晶體（IGBT），在USJC的12吋晶圓廠量產，預計2025年每月產量將達1萬片。投資人若看好車用晶片概念股，可透價內外15%以內，有效天期90天以上的權證參與行情，但宜善設停利停損點。,股市
電腦展及股東會旺季 台股聚焦AI、半導體,台股上週在輝達（NVIDIA）繳出亮麗成績單帶動電子股暴衝下，創下近1年新高，外資在台指期未平倉多單部位更高達3萬口，分析師表示，本週進入電腦展及股東會旺季，AI及半導體成為短線熱潮不變。投資人對美國接近達成債限協議以避免災難性債務違約感到樂觀，美股收紅；道瓊工業指數終場上漲328.69點，或1.00%，收在33093.34點。標準普爾500指數上漲54.17點，或1.30%，收在4205.45點。以科技股為主的那斯達克指數上漲277.60點，或2.19%，收在12975.69點。費城半導體指數上漲208.950點，或6.26%，收在3545.669點。儘管新出爐數據增加升息機率，但美國債限協商出現進展，可能避免災難性債務違約，激勵歐洲股市收高；倫敦FTSE 100指數上漲56.33點或0.74%，收在7627.20點。法蘭克福DAX指數上漲190.17點或1.20%，收在15983.97點。巴黎CAC 40指數上漲89.91點或1.24%，收在7319.18點。法人指出，即將在30日開始的台北國際電腦展（Computex）聚焦人工智慧（AI）題材，可望激勵科技股及供應鏈表現，台股基本面逐步好轉，後續等待美國債限協商結果，短線觀察外資期現貨籌碼動向。,股市
消費市場低迷 MLCC供應商產能降載恐成短期常態,"據TrendForce統計，今年前四月MLCC供應商總出貨量為13,590億顆，年減34%，顯示全球經濟逆風對MLCC產業的衝擊力道更甚疫情。第2季至今，由於品牌端與ODM訂單需求起伏不定，加上降價壓力不斷，導致MLCC供應商持續控制產能降載，以維持供貨、庫存、價格三者間的平衡。5月份日廠平均產能稼動率為78%；中、台、韓廠則約60～63%，在終端消費需求持續低迷的情況下，供應商減產降載恐成為短期常態。從MLCC需求出海口來看，手機方面，華為、榮耀、OPPO第2季推出的新機無法有效提振中國大陸內需市場消費力，導致品牌廠對新品銷售計劃更加保守。伺服器方面，目前預估今年整機出貨量年減2.85%，且後續恐有下修可能，ODM材料庫存去化連帶受影響，截至4月底英業達（2356）、廣達（2382）、緯穎（6669）等平均庫存仍高達四至八周不等。PC及筆電市場，由於適逢疫情以來三年一次的換機時節，ODM從3月開始不論消費或是商務機種，開始陸續量產與出貨英特爾第13代Raptor Lake CPU新平台，但從廣達、仁寶（2324）前兩大ODM代工廠4月公布出貨數字，分別僅達330萬台、240萬台，甚至低於去年同期在中國大陸封城，供應鏈斷鏈、成品出貨物流卡關的衝擊下，所繳出的320萬台、220萬台數字。相形之下，如今的表現正說明目前終端消費市場需求低迷，加上經濟前景不明，使得OEM保守看待新品上市的銷售預測。TrendForce進一步表示，先前市場普遍認為庫存壓力是衝擊MLCC產業的主因，不過從占MLCC需求3成的手機、PC及筆電產品，ODM早在去年第3季已陸續開始調節庫存，至今年第二季已逐步恢復正常，不時有急單、短單的庫存回補情形，但整體仍不敵消費市場低迷的壓力，故買方對MLCC的拉貨力道低且無法持續。5月MLCC供應商BB Ratio（Book-to-Bill Ratio；訂單出貨比值）為0.85，僅比四月微幅增長0.01，訂單成長幅度極低。展望第3季，儘管品牌廠與ODM仍寄望傳統旺季能刺激需求復甦，但計算實質釋出給供應商的MLCC預報訂單量，成長幅度仍低，尚未看到傳統旺季應有的表現。值得一提的是，日廠村田近期獲蘋果公司預計在第3季上市的iPhone 15 新機備料需求訂單，訂單量略高於去年同期，意味著蘋果認為今年iPhone15 軟硬體升級表現，對消費者仍具吸引力。",產經
華碩致力永續發展 破百項創新產品驚豔COMPUTEX,台北國際電腦展（COMPUTEX）揭幕，華碩（2357）旗下ASUS與ROG玩家共和國盛大發表旗下各項創新成果，橫跨個人、商務、電競與智慧醫療領域，包括全球最薄13吋OLED筆電ASUS Zenbook S 13 OLED （UX5304）、最輕僅990克的商用筆電ASUS ExpertBook B9 OLED （B9403），以及全球首款教育用14吋強固型二合一筆電ASUS BR1402F，與風格效能兼備的ASUS VX系列顯示器；朝聖級ROG展區針對遊戲玩家，有數款搭載「ROG Nebula霓真技術電競螢幕」的筆電新品可供賞玩，ROG Phone 7結合空氣動力風扇 7享受2.1聲道劇院級震撼音效，電競掌機ROG Ally亦華麗現身，邀請玩家解鎖嶄新可攜式遊戲體驗。全新ROG Matrix RTX4090是首款在 GPU 晶片上配備液態金屬散熱技術的水冷顯示卡，還有全新ROG Swift OLED PG49WCD螢幕，其驚艷的49吋超寬（5120 x 1440）QD-OLED面板，具備1800R曲率、144Hz更新率和0.03 ms反應時間，可為競技及沉浸式遊戲帶來絕佳體驗。同時華碩ROG和NVIDIA亦透過韌體更新，將最新的動態模糊抑制技術G-SYNC ULMB 2導入ROG Swift 360Hz PG27AQN螢幕，賦予電競遊戲玩家增強的動態模糊抑制效果。展出機型中，ASUS BE279QSK符合ENERGY STAR標準，同時被驗證為2022年和 2023 年「最高效能」螢幕，符合TCO和EPEAT標準。ASUS Mini PC PB62採用節能環保設計，亦獲得ENERGY STAR以及EPEAT Gold驗證。華碩還展出以回收聚酯纖維（rPET）製成的ProArt背包，生產過程降低二氧化碳（CO2）排放量，比普通包款節能80%。華碩更公布了以淨零排放為目標的永續發展成就，示範如何在產品設計落實環保理念；參觀者將深入了解全新的「華碩碳合作夥伴服務」，抵銷產品相關碳排放，為美好永續未來做出貢獻。華碩致力落實永續發展，以追尋無與倫比的創新方式減少環境影響，實現「氣候行動」、「循環經濟」、「責任製造」以及「價值創造」目標。華碩持續發揮技術本位、以人為本的精神，成就支持循環經濟的淨零排放企業，建立負責任的供應鏈，為人類創造共享價值。華碩預計2035年全球營運達成100%使用再生能源，並在2050年實現淨零排放；不僅如此，2022年華碩筆電的能源效率平均優於ENERGY STAR標準34%，亦名列2023年Corporate Knights的200大碳潔淨（Clean200）企業。華碩更擴大永續產品，推出全球首款碳中和商用筆電ASUS ExpertBook B9 （B9400），以及全球最纖薄的碳中和OLED筆電ASUS Zenbook S 13 OLED （UX5304），皆採用永續材料及獲得FSCMix認證的包材，並使用自然型碳額度來抵銷剩餘排放。,產經
名稱雷同釀烏龍！投資人錯看鴻佰 「佰鴻」股價連二日大漲,近日AI題材又在台股發燒，其中，鴻海（2317）董事長劉揚偉多次公開提到鴻海旗下工業富聯（FII）百分百子公司「鴻佰」具AI題材，不料台股LED股中的「佰鴻」（3031）因公司名稱相反，不少投資人沒有細看之下，錯把馮京當馬涼，推升佰鴻股價連二天大漲，今（31）日上漲7.8%，股價收在22.8元，寫下近14個月新高。鴻海董事長劉揚偉今（31）日表示，鴻佰是鴻海旗下工業富聯（FII）百分百子公司，鴻海持有工業富聯超過八成的股權，所以有超過80%的利益貢獻回來給鴻海，最近輝達（Nvidia）創辦人黃仁勳在2023年台北國際電腦展演講，並當場秀出來許多影片，影片中的製造設備與過程，都是在我們鴻佰的工廠做的，我們能提供製造的價值，我們也用他的模組做成伺服器，提供給客戶。針對AI伺服器展望，劉揚偉說，ChatGPT使用人愈來愈多，並依賴它，AI伺服器市場起來比預期快，今年下半年可能有三位數成長，100%就是三位數，我們在整個伺服器營收是1.1兆元，全球囊括40%市占率，鴻海將持續在伺服器版圖提升市占率。近日鴻海旗下工業富聯（FII）百分百子公司鴻佰吸引市場目光，但公司名稱雷同卻相反的LED股佰鴻，近日股價在資金衝入下，30日股價以漲停板收市，31日再上漲7.8%，股價表現意外受惠，並在今日寫下股價近14個月新高。市場人士指出，台股過去也不乏因公司名稱雷同而意外上漲的例子，例如過去幾年在疫情期間，花王（8906）是印刷場，在防疫期間防疫常見全面噴出行情，市場一度誤認為該股是出產醫藥衛生及清潔用品的「花王」，當時股價曾一度連拉3根漲停板。市場人士也說，聯發（1459）二字也常讓投資人有誤買風險，台股有IC設計龍頭聯發科（2454）、紡織股聯發紡織，現在又多了市場戲稱珍奶股的聯發國際（2756），另外，還有一檔營建相關的聯上發（2537），一字之差、差很大，投資人進場買股還是得看的仔細。,股市
出席台北國際電腦展 蔡總統：打造更具韌性的經濟和產業,蔡總統今（30）日出席「2023年台北國際電腦展（COMPUTEX）開幕典禮」時指出，在高科技產業的技術實力與對智慧財產權保護的努力，讓台灣成為世界值得信賴的合作夥伴。她期許，政府與民間持續合作，維持產業發展動能，打造更具韌性的經濟和產業，讓台灣在全球供應鏈中持續發揮影響力。蔡總統致詞時表示，「台北國際電腦展」是亞洲最大、全球第二大的資通訊專業展覽。今天現場有來自26個國家的業者齊聚一堂，非常歡迎大家來到台灣。她指出，台灣向全世界提供最先進的半導體產業技術，並且在晶圓代工、印刷電路板、衛星定位以及數位機上盒等項目，產值都是世界第一。臺灣的高科技產業在全球供應鏈上，扮演著很重要的角色，同時也跟著時代的趨勢不斷精進發展。蔡總統提到，就像最近輝達（NVIDIA）黃仁勳創辦人不斷強調，未來十年的產業發展，每一步都有AI元素，這是從基礎開始創新、革新的時代。蔡總統說，透過AI與數位模擬，過去難以想像的運算能力和速度，將成為可能。未來產業的轉型和製造模式，也將會用更即時、更靈活的方式來搜集、分析數據，調整製程，帶動產業的創新升級。這樣的概念也從我們目前推動的產業數位化、智慧化方向，更往前推進。這是「5+2產業創新計畫」及「六大核心戰略產業」一直在努力的方向，更是台灣產業要向前走的基石。她認為，台灣在高科技產業方面的技術實力，以及對智慧財產權保護的努力，不僅是世界有目共睹，也讓台灣成為值得信賴的合作夥伴。尤其面對威權主義擴張，民主國家之間團結合作，共同打造更安全、更具韌性的供應鏈，更是我們刻不容緩的議題。蔡總統進一步表示，上周台美雙方已經共同宣布「台美21世紀貿易倡議」首批協定內容。這是台美自1979年以來，最全面性的貿易協定，不只讓台美經濟關係邁向新的里程碑，也為台灣和主要貿易國家洽簽貿易協定，跨出重要的一步。蔡總統表示，台灣除了有領先全球的技術競爭力，還有能讓國際信任的民主治理。我們會發揮民主的價值，和理念相近的夥伴合作，促進全球科技產業的發展。最後，蔡總統感謝外貿協會及台北市電腦公會的努力，今年展覽聚焦的六大主題，包括高效運算和智慧應用，都是世界關注的發展趨勢。相信透過這場展覽，台灣能夠持續深化國際鏈結，也向世界展現臺灣在資通及科技產業的實力。她說，未來政府和民間會持續合作，維持產業發展動能，打造更具韌性的經濟和產業，讓台灣在全球供應鏈中持續發揮影響力。,產經
