word,count
有輛,4
幾十年,4
一夜,4
男性,4
投票權,4
排氣管,4
回升,4
治療,4
牛肉,4
說服,4
改造,4
UEV,4
推翻,4
著重,4
LANCIA,4
贏家,4
國土,4
Venue,4
溪頭,4
變快,4
大條,4
越長,4
Odyssey,4
march,4
YouTuber,4
安全帶,4
信號,4
騎樓,4
靠近,4
推升,4
藍圖,4
慘烈,4
CorsaeMokkae,4
綠色和平,4
巴黎,4
零百秒,4
Greenpeace,4
新版,4
Inscription,4
違停,4
腦袋,4
注意力,4
benz,4
十二月,4
航空,4
賓利,4
camry,4
千元,4
下一輛,4
一線,4
萬元及,4
預繳,4
一樓,4
碟盤,4
logo,4
物體,4
換將,4
減緩,4
推手,4
無人,4
見底,4
一整天,4
補給,4
投訴,4
順路,4
團體,4
右駕,4
重整,4
工程車,4
多重,4
行李,4
有人要,4
採買,4
xd,4
本屆,4
我納,4
物理,4
踩煞車,4
書寫,4
條款,4
接送,4
算上,4
我用,4
輸入,4
外表,4
這兩輛,4
第五名,4
機車行,4
可將,4
公里數,4
住宿,4
矩陣,4
人來,4
Vivo,4
店家,4
幾家,4
Fe,4
Mar,4
創紀錄,4
定案,4
過熱,4
台特,4
他國,4
攤提,4
併購,4
海嘯,4
主持人,4
大部份,4
公關,4
Delta,4
持股,4
變數,4
電磁,4
這才,4
黑特,4
網絡,4
一條龍,4
首例,4
選用,4
一模一樣,4
細分,4
審閱期,4
現車,4
上揚,4
升溫,4
伴隨,4
專賣店,4
三日,4
三位,4
為名,4
站前,4
很帥,4
短路,4
上還,4
想用,4
Brand,4
無需,4
榜上,4
女友,4
改電,4
CATL,4
Phantom,4
部長,4
TROC,4
制度,4
單靠,4
借助,4
之餘,4
召開,4
講到,4
追加,4
轉接,4
陸媒,4
丹麥,4
官宣,4
硬是,4
這張,4
LFZ,4
私心,4
卻步,4
心目中,4
五個,4
單趟,4
坐起來,4
樓下,4
舉措,4
準確,4
佳績,4
九月,4
技術力,4
肺炎,4
縮減,4
始終,4
一杯,4
鋪路,4
猶豫,4
很貴,4
外出,4
可不可以,4
干預,4
加劇,4
省下,4
得多,4
勁戰,4
見諒,4
AEB,4
Valencia,4
二戰,4
鋼瓶,4
MATIC,4
就會,4
入庫,4
旗艦版,4
很想,4
宣示,4
連霸,4
微博,4
封控,4
不准,4
泡沫,4
暴跌,4
天數,4
晶晶,4
變相,4
百分點,4
Ashok,4
驚豔,4
Elluswamy,4
Volker,4
款全,4
PlayStation,4
極少,4
指向,4
尾燈組,4
刻意,4
鍍鉻,4
實話,4
逐年,4
做成,4
HTC,4
nidhogg,4
勞動力,4
大腳,4
內湖,4
這趟,4
上以,4
給他,4
停下來,4
誠意,4
恩妻,4
混插,4
首季,4
打入,4
拆除,4
年增率,4
好久,4
移車,4
如有,4
朱姓,4
一套,4
敬陪末座,4
平均價,4
害怕,4
調節,4
關門,4
毛利率,4
法第,4
下雨,4
自有,4
複製,4
元億,4
軸承,4
科學家,4
蠻好,4
住家,4
總結,4
五權,4
突破性,4
Wissing,4
六代,4
上山,4
隔熱,4
DIRECT,4
篇章,4
王國,4
開業,4
圖文,4
開出去,4
六月,4
已久,4
傳感器,4
爆料,4
類比,4
列六,4
主角,4
大哥,4
萬內,4
所有人,4
tesla,4
管道,4
North,4
超長,4
精確,4
適當,4
OUTLANDER,4
有人,4
反向,4
據報,4
編碼,4
平安,4
跟不上,4
拉長,4
乙式,4
WRX,4
隱藏,4
碰上,4
守護,4
外在,4
天候,4
腳踏墊,4
贈送,4
精準,4
涉水,4
嚴苛,4
更具,4
EQBAudi,4
輕易,4
turbo,4
能開,4
裝潢,4
講話,4
還可,4
此事,4
自給自足,4
端看,4
中船,4
這組,4
打擊,4
Thomas,4
標榜,4
Corse,4
偽裝車,4
身體,4
馨儀,4
干擾,4
Panamera,4
sportback,4
慶幸,4
還敢,4
退訂,4
有錢人,4
喇叭,4
查訪,4
普普,4
右腳,4
講習,4
麥克風,4
全省,4
買得起,4
不見,4
聽聽,4
屁股,4
查看,4
四種,4
營業所,4
至萬輛,4
平均日,4
未來感,4
神秘客,4
元起,4
iPace,4
死忠,4
時機,4
米漿,4
瘋狂,4
談論,4
白老鼠,4
Zipse,4
犧牲,4
彰化,4
好賣,4
上季,4
不易,4
完勝,4
年頭,4
品味,4
喊出,4
Nov,4
市佔,4
甘利明,4
一役,4
辛苦,4
身上,4
SW,4
太小,4
SClass,4
畫下,4
賽季,4
句點,4
已達,4
JAMA,4
以其,4
之姿,4
大餅,4
一時間,4
一如,4
大人,4
二月,4
費元,4
顛簸,4
這一年,4
沉重,4
歐吉,4
第二排,4
收納,4
KG,4
收藏,4
卓越,4
Thu,4
翻攝,4
ST,4
還原,4
呈現出,4
可為,4
字樣,4
監控,4
gogoro,4
速霸陸,4
車況,4
高額,4
下山,4
儲備,4
水餃,4
順勢,4
境界,4
頂尖,4
還稱,4
首部,4
押注,4
過時,4
判處,4
末代,4
檯面,4
HiAce,4
Woven,4
狂粉,4
PHV,4
YouTube,4
開關門,4
坦言,4
NXH,4
參賽,4
紅牌,4
剛性,4
綜觀,4
忽視,4
點頭,4
出海,4
聰說,4
鄭顯,4
外人,4
by,4
沙烏地阿拉伯,4
透天,4
板金,4
極具,4
補償,4
引頸,4
Ampere,4
卡在,4
選出,4
途徑,4
抵免,4
中有,4
上榜,4
公道,4
用料,4
首演,4
鋪設,4
獲獎,4
部件,4
探討,4
弄到,4
田納西州,4
密西根州,4
頂規,4
取決,4
裕融,4
扶手,4
斥資,4
飆高,4
BTW,4
禮物,4
數一數二,4
隨油,4
對抗,4
通貨膨脹,4
不可或缺,4
每度,4
還蠻,4
下會,4
塗裝,4
訂定,4
實境,4
車艙,4
底板,4
用鋰,4
民事,4
講究,4
好笑,4
登陸,4
隨傳隨到,4
已知,4
喬治亞州,4
Nature,4
五家,4
匹敵,4
內地,4
找來,4
靈活性,4
影音,4
蹭電,4
僱主,4
electric,4
地緣,4
接獲,4
公審,4
顯影,4
SX,4
排量,4
行情,4
最大化,4
Charging,4
陣子,4
Vehicles,4
Modern,4
耐用,4
連接到,4
VisionS,4
做過,4
耗能,4
清潔,4
並替,4
爭取到,4
氣象,4
得不到,4
數百,4
直指,4
driving,4
抵台,4
經理人,4
無縫,4
單打獨鬥,4
陰極,4
接軌,4
開不到,4
資本主義,4
視線,4
貨物,4
入選,4
滿載,4
之內,4
忍不住,4
判決書,4
容許,4
日系車,4
陌生,4
下手,4
有多少,4
熱血,4
pupu,4
勒索,4
提升為,4
最糟,4
Grand,4
不當,4
億歐元,4
裝載,4
難用,4
指定,4
入榜,4
預先,4
收益,4
協商,4
題目,4
增添,4
導體,4
誠實,4
跡象,4
場地,4
Life,4
將達,4
Elite,4
改革,4
管線,4
效應,4
車開,4
首個,4
期許,4
要來,4
能見度,4
亂象,4
更輕,4
上鎖,4
其將,4
元月,4
急起直追,4
放電,4
製作,4
高到,4
輸電,4
變頻,4
中旬,4
並以,4
見解,4
兩百萬,4
起碼,4
Celica,4
原狀,4
德國人,4
中階,4
Medium,4
一群,4
檔位,4
烤漆,4
Drive,4
From,4
戰車,4
不順,4
回不去,4
McLaren,4
電錶,4
教育,4
燒油,4
普及率,4
敏感,4
拿車,4
找出,4
電仔,4
每週,4
紙條,4
旗艦級,4
那台,4
大澤,4
候車,4
Standard,4
無艙,4
奔馳,4
有B,4
解讀,4
混亂,4
深化,4
cm,4
引入,4
五星,4
三輪,4
幾張,4
爬坡,4
布塔,4
支撐,4
方針,4
硬碟,4
Karma,4
無虞,4
穩定性,4
會給,4
Factorial,3
堪比,3
緩刑,3
iSeeCars,3
商品化,3
串聯,3
限電,3
左側,3
伏特,3
循跡,3
加乘,3
三組,3
監測,3
耐用度,3
打架,3
匯率,3
一回事,3
路要,3
監理站,3
協力,3
可期,3
Association,3
障礙物,3
車高,3
電不夠,3
總理,3
賦予,3
量產車,3
換一顆,3
重慶,3
號碼,3
尊榮,3
會塞,3
上線,3
盲區,3
立陶宛,3
後則,3
Ilika,3
相隔,3
TeslaModel,3
政權,3
三義廠,3
居高不下,3
能將,3
筆電,3
貝爾,3
耗時,3
正本,3
熄滅,3
留在,3
內還,3
仍以,3
奪冠,3
夏季,3
最輕,3
滲透,3
變身,3
出車,3
大台,3
中時,3
梅克爾,3
挖掘,3
高級車,3
飛走,3
CorollaCross,3
蟬聯,3
作戰,3
萬年,3
椅面,3
糟糕,3
掛上,3
另有,3
姿態,3
月付,3
並於年,3
決賽,3
分水嶺,3
懷抱,3
鞏固,3
有期徒刑,3
架設,3
心力,3
為本,3
In,3
戰局,3
supply,3
酸民,3
罰金,3
原訂,3
培訓,3
點名,3
會出,3
後段,3
有電,3
交通費,3
更慘,3
像素,3
聞名,3
化為,3
任職,3
名義,3
不吝,3
歉意,3
繼任,3
大批,3
各界,3
稅前,3
翻倍,3
分公司,3
銷往,3
搞成,3
遭到,3
Momentum,3
防撞,3
硬要,3
課徵,3
休憩,3
Autobahn,3
佔位,3
如火如荼,3
誠信,3
精算,3
雄心,3
千瓦,3
說過,3
拉力,3
面世,3
提起,3
風向,3
限度,3
更改,3
警局,3
改良,3
發放,3
今晚,3
擠進,3
來亂,3
艱難,3
振奮,3
亨利,3
當機,3
恐嚇,3
噴射,3
公電,3
遠見,3
長征,3
廣島縣,3
重複,3
皮椅,3
直言,3
特約,3
活力,3
結盟,3
罰單,3
二十年,3
資本,3
西進,3
防滑,3
則與,3
這週,3
還真,3
通電話,3
推估,3
遇上,3
贈品,3
表單,3
Driver,3
簡約,3
了點,3
若以,3
點是,3
行蹤,3
此車,3
犯罪,3
分站,3
低功率,3
型式,3
意向,3
私接,3
試駕完,3
奪得,3
敗訴,3
卡位,3
共創,3
查詢,3
第六名,3
周末,3
即早,3
三不,3
自動車,3
第二台,3
權利,3
點數,3
rwd,3
有度,3
寫錯,3
繳交,3
停留,3
右邊,3
洛斯,3
江湖,3
得利,3
車跟,3
土耳其,3
看待,3
特郡,3
透明化,3
牆面,3
採行,3
減稅,3
車來,3
SModel,3
負責任,3
兩排,3
黃燈,3
混和,3
獨創,3
kWhkWh,3
繳費,3
風光,3
補齊,3
宜蘭縣,3
直播,3
急迫,3
稱不上,3
傳承,3
燒死,3
多國,3
了還,3
家屬,3
SDN,3
名聲,3
會變,3
液態,3
致命,3
純以,3
出資,3
底前,3
偏僻,3
寧靜,3
同等,3
有差,3
兩輛,3
法治,3
說出,3
先是,3
市電,3
指導,3
過渡到,3
外加,3
msrp,3
感興趣,3
Scaringe,3
抗拒,3
廣島,3
接班人,3
指控,3
Blade,3
登錄,3
衛星,3
驚呼,3
有過,3
是車,3
車底,3
代理人,3
養車,3
外匯,3
鑽研,3
好養,3
地說,3
分離,3
買主,3
合於,3
騙人,3
一審,3
人工,3
不見得,3
高架,3
兩位,3
凱燕,3
刀片,3
嗆聲,3
無誤,3
停駛,3
強國,3
壟斷,3
一是,3
解除,3
日劇,3
木村拓,3
亞裔,3
噗噗,3
Racing,3
edrive,3
一筆,3
高等,3
RenaultNissan,3
這要,3
革新,3
代言,3
這會,3
代名詞,3
RZe,3
隱瞞,3
排上,3
酷炫,3
珍貴,3
女性,3
EMS,3
詢問度,3
解方,3
海力士,3
Cobee,3
雪地,3
Aston,3
Hpkg,3
eVTOL,3
杜拜,3
Leiters,3
相應,3
買菜,3
足跡,3
台排,3
這沒什麼,3
立凱電,3
要花,3
備胎,3
兜風,3
開快,3
制止,3
充個電,3
尿個,3
西螺,3
看準,3
新設,3
住宅,3
改寫,3
談判,3
銷售額,3
谷底,3
糾結,3
對面,3
灌水,3
兩輪,3
手冊,3
登機箱,3
飛雅特,3
選在,3
全開,3
XLE,3
版面,3
躍上,3
一對,3
肉眼,3
形勢,3
拍賣,3
一開,3
Ace,3
加速性,3
玻璃心,3
range,3
黑人,3
size,3
點狀,3
預言,3
ee,3
革命,3
信用,3
車期,3
軌道,3
向外,3
減低,3
就夠,3
miles,3
一到,3
曾幾何時,3
少量,3
州政府,3
行經,3
降萬,3
European,3
要充,3
地面,3
貼近,3
雖有,3
聯名,3
休假,3
失衡,3
大好,3
領軍,3
議員,3
問車,3
松山,3
開年,3
Santa,3
決議,3
湧入,3
好料,3
閘道,3
坐姿,3
略顯,3
幕後,3
動靜,3
國人,3
欺瞞,3
販賣,3
求償,3
早鳥,3
復甦,3
員警,3
眾人,3
遙遙無期,3
重型,3
返還,3
尼桑,3
拖累,3
賣光,3
近萬輛,3
趨向,3
倒序,3
衝撞,3
排列,3
抱歉,3
民法,3
推力,3
換來,3
車海,3
開在,3
沒能,3
必需,3
人車,3
Jason,3
加喜,3
常用,3
Michelin,3
一陣,3
補助金,3
研議,3
增速,3
要角,3
SDI,3
張永偉,3
克萊斯勒,3
稀少,3
別克,3
拿回,3
熱愛,3
延到,3
換血,3
大勝,3
網內,3
互打,3
需不需要,3
實習生,3
出國,3
經理,3
兩座,3
喜上,3
MOSFET,3
當他,3
MSRP,3
地化,3
相去,3
老式,3
滿分,3
Blue,3
Hold,3
問我,3
銜接,3
立方公分,3
Orz,3
塑料,3
腳部,3
物價,3
二線,3
勢在必行,3
無段,3
Gonzalo,3
西歐,3
ECO,3
開出來,3
猛烈,3
Electrek,3
把車,3
產銷,3
凡事,3
一手,3
地力,3
體感,3
卡州,3
慶祝,3
遍及,3
第大,3
神主牌,3
Bold,3
銷售商,3
生日,3
精進,3
指教,3
一部份,3
每家,3
HK,3
經濟學家,3
純淨,3
電熱水器,3
峰會,3
深具,3
樂見,3
女生,3
去問,3
斷鏈,3
消光黑,3
算不算,3
染疫,3
相互,3
連動,3
小華,3
建築物,3
改動,3
運營,3
之名,3
MCU,3
一股,3
候選,3
卸任,3
金雞,3
風暴,3
你車,3
例會,3
演講,3
籌碼,3
垃圾,3
散掉,3
贏過,3
爭論,3
大賽,3
可知,3
隆重,3
淬鍊,3
上手,3
珍珠,3
五缸,3
升任,3
離譜,3
抓到,3
間接,3
Carplay,3
暫緩,3
撇開,3
使用量,3
初代,3
TOYOTALEXUS,3
互助,3
TDI,3
上坡,3
場域,3
標的,3
面子,3
拋光,3
前代,3
Lincoln,3
並與,3
Brembo,3
不講,3
熱泵,3
按摩,3
Brake,3
鬆開,3
力拚,3
ota,3
lv,3
不見了,3
fromBePTT,3
月台,3
崩潰,3
這下,3
看似,3
幸好,3
整件,3
人肉,3
法人,3
林北,3
推坑,3
踩住,3
此一,3
裝修,3
Digital,3
我國,3
車車,3
有人會,3
CO,3
總算,3
Ora,3
領克,3
否決,3
擴建,3
時間表,3
隸屬於,3
景氣,3
後門,3
態勢,3
萬元內,3
林口,3
森那美,3
免收,3
霧燈,3
捐贈,3
承襲,3
綽綽有餘,3
約三,3
遠大,3
之時,3
周遭,3
兩三下,3
動物園,3
開口,3
自由時報,3
嫌犯,3
翻覆,3
遠光燈,3
拿出,3
尊榮感,3
跌幅,3
遙遙領先,3
Farley,3
翻譯,3
撞車,3
Ariya,3
跟隨,3
將把,3
收費站,3
銷售期,3
漫長,3
點燃,3
演進,3
SUBARU,3
Butler,3
FSeries,3
抽到,3
抨擊,3
hpNm,3
超音波,3
消防員,3
重挫,3
候才,3
Ive,3
低廉,3
升降,3
yamatobar,3
釋放,3
油漆,3
震驚,3
錐放,3
椅背,3
賽車手,3
開槍,3
避震器,3
推特上,3
業內,3
Wayne,3
稍後,3
Tom,3
市府,3
中止,3
刑法,3
沙包,3
潘尼,3
並對,3
路口,3
公益,3
仍要,3
位居,3
LOGO,3
XV,3
如此一來,3
中線,3
接棒,3
PLUS,3
返回,3
兩小,3
得標,3
前幾年,3
肉搜,3
這兩,3
iCharging,3
燒完,3
Gran,3
變形,3
電解液,3
eDrive,3
置評,3
有幸,3
激戰,3
外力,3
正負,3
中共,3
氧氣,3
義務,3
短途,3
看得出來,3
一大段,3
術語,3
擠壓,3
黑紅,3
分流,3
北上,3
丟進,3
Smart,3
Solutions,3
瑪莎拉蒂,3
明星,3
auto,3
Carmy,3
加映,3
大利,3
Stelvio,3
榮景,3
多餘,3
ZEEKR,3
啟發,3
coupe,3
遊戲機,3
高興,3
兩張,3
不知,3
兩名,3
Research,3
謳歌,3
高公局,3
凌志,3
下線,3
羅密歐,3
還為,3
GS,3
愛快,3
排斥,3
雙腎,3
滅火器,3
財政部,3
一關,3
全球化,3
出過,3
換開,3
出自,3
得罪,3
周期,3
禮券,3
小到,3
有項,3
鎖上,3
登記,3
道德,3
油槍,3
起至,3
捕捉到,3
二款,3
一支,3
達五,3
租金,3
民族,3
Epic,3
爭奪,3
網上,3
TrendForce,3
執照,3
一致性,3
貌似,3
右轉,3
震撼,3
Dacia,3
捷運,3
落地,3
代表性,3
初選,3
選一選,3
同仁,3
故障率,3
滿車,3
萬福,3
NXh,3
電氣,3
這幾台,3
一名則,3
分辨,3
美系,3
SB,3
說會,3
Ubike,3
太大台,3
獲益,3
OCU,3
運動版,3
SLine,3
Europe,3
Stuart,3
著這,3
Rowley,3
隧道,3
好累,3
波動,3
Automobilwoche,3
這間,3
HV,3
比利時,3
深受,3
連網,3
民宿,3
清境,3
天天,3
XL,3
格子,3
進球數,3
AB,3
吸睛,3
中南部,3
到場,3
巨星,3
電等,3
用力,3
意圖,3
三輪車,3
同好,3
改掉,3
把握,3
車有,3
沙國,3
賣贏,3
難吃,3
路途,3
用餐,3
一人,3
沒錯,3
暢銷車,3
水庫,3
頻頻,3
水位,3
EVs,3
極星,3
涉嫌,3
無疑,3
XTDB,3
service,3
Silverado,3
證據,3
靠北,3
Centodieci,3
文件,3
一百年,3
CCSType,3
輕度,3
首輛,3
保養廠,3
大排長龍,3
錦標賽,3
咖啡廳,3
去查,3
復古,3
FIT,3
四環,3
Ingenlath,3
推波助瀾,3
火燒車,3
逃避,3
開闊,3
眼睛,3
注重,3
標牌,3
山區,3
譽為,3
死定,3
副廠,3
分明,3
拋售,3
勞力士,3
超速,3
擦撞,3
偏轉,3
逃逸,3
被害,3
未曾,3
報案,3
北歐,3
時能,3
小道,3
約元,3
動力性,3
出面,3
傳達,3
花到,3
fit,3
整套,3
胎壓,3
車或,3
Fiorani,3
有助,3
Sam,3
苓雅區,3
地獄,3
推進,3
Endurance,3
發抖,3
有別,3
隨心所欲,3
不停,3
Colt,3
嘻嘻,3
不充,3
法系,3
相連,3
歐元起,3
min,3
實驗室,3
度假,3
Aiways,3
前三個,3
自在,3
鯊魚,3
開回,3
弱勢,3
攸關,3
數位化,3
車越,3
起飛,3
水電,3
越慢,3
加選,3
會選,3
沒想,3
堆疊,3
平等,3
一早,3
出差,3
高地,3
KW,3
玩玩,3
哪一種,3
深山,3
幾百,3
保桿,3
小錢,3
伙伴,3
男乘客,3
頭號,3
GOOGLE,3
只花,3
XX,3
相符,3
發光,3
Vinfast,3
賺取,3
OLED,3
最小,3
年僅,3
省去,3
LineEUR,3
下班,3
每台,3
萬能,3
APPLE,3
第四名,3
突起,3
脫離,3
之手,3
四大,3
燈光,3
較量,3
推斷,3
只差,3
帶有,3
一下子,3
並有,3
情懷,3
先天,3
這筆,3
高人一等,3
SOP,3
備用,3
廠房,3
打臉,3
長軸,3
分布,3
家充,3
第五,3
這兩大,3
出處,3
曲面,3
出口國,3
應會,3
嚇死,3
訴狀,3
好帥,3
插回,3
超好,3
再給,3
愚蠢,3
挺進,3
監督,3
帳面,3
意料,3
贊成,3
每輛,3
慢慢開,3
達克,3
那斯,3
還拿,3
匈牙利,3
檢察,3
英系,3
下一步,3
周一,3
cp,3
陳英傑,3
電是,3
作弊,3
妥妥,3
寬度,3
Continental,3
本體,3
欺騙,3
預防性,3
工商時報,3
工人,3
則從,3
一看,3
撰文,3
無所謂,3
趕時間,3
入口,3
碳稅,3
好險,3
該輛,3
勇敢,3
深得,3
自稱,3
沙烏地,3
退休,3
多方,3
廣東,3
那天,3
阻止,3
HOLD,3
還不快,3
大燈,3
Bob,3
美式,3
未必,3
操控感,3
鋼砲,3
聖誕,3
TNCAP,3
Landjet,3
霸氣,3
整合式,3
大師,3
最愛,3
DOHC,3
一汽,3
各類,3
元年,3
導流,3
之勢,3
罰鍰,3
朱吉,3
意識,3
本月,3
拍板,3
清醒,3
連桿,3
相處,3
認錯,3
風氣,3
屬實,3
處理器,3
過度,3
設有,3
離合器,3
物品,3
縣長,3
林信義,3
猜想,3
Landyacht,3
北部,3
Lkm,3
半個,3
結冰,3
市政,3
東歐,3
變大,3
轉矩,3
摩擦,3
南非,3
復工,3
成年人,3
這則,3
辦到,3
Atto,3
表訂,3
延宕,3
最貴,3
往往,3
追求低,3
搞出,3
苗栗縣,3
特牌,3
施密特,3
是連,3
高階車,3
漸漸,3
會靠北,3
超快,3
BOSE,3
齊漲,3
eAWD,3
Light,3
才行,3
午餐,3
終將,3
顯示幕,3
海鮮,3
GTline,3
要課,3
預選,3
預付,3
已付,3
煞車皮,3
越大,3
繳了,3
煤炭,3
農路,3
人買,3
飆車,3
重金,3
唯二,3
分心,3
不差,3
真要,3
這種車,3
不輸,3
算到,3
TOP,3
Town,3
巨擘,3
插槽,3
LGES,3
救急,3
波蘭,3
元約,3
時光,3
捍衛,3
破千,3
鞍座,3
XCRecharge,3
升息,3
隨車,3
調回,3
上游,3
要收,3
優惠價,3
必要性,3
自我,3
太扯了,3
非要,3
Fabia,3
當個,3
領頭羊,3
自月,3
應急,3
本季,3
單看,3
手套箱,3
海岸,3
本周,3
Civic,3
鋼材,3
雙田,3
位階,3
Direct,3
快感,3
不凡,3
延續到,3
巨頭,3
不適,3
剛買,3
Cullinan,3
Speed,3
仍待,3
給出,3
擴散,3
截然不同,3
菱形,3
關聯性,3
顏值,3
IG,3
春節,3
中小型,3
沒選,3
表決,3
兆韓,3
燈條,3
寬大,3
竹北,3
抵銷,3
第十名,3
大軍,3
rav,3
沒錢,3
彎道,3
明白,3
Outlet,3
旅館,3
典範,3
營利,3
hyundai,3
重傷,3
不去,3
搜索,3
通報,3
經濟體,3
交付給,3
轉動,3
醫院,3
年會,3
巷弄,3
境內,3
享受到,3
Cybertruck,3
不符,3
次要,3
還低,3
店面,3
vd,3
分部,3
專頁,3
如果說,3
船班,3
推算,3
放掉,3
走勢,3
暴漲,3
法條,3
鎳價,3
輛還,3
推銷,3
XDDDD,3
要講,3
開得,3
前項,3
兩樣,3
放到,3
每艘,3
下次,3
卸下,3
範例,3
講完,3
訝異,3
二次,3
航程,3
一向,3
沒有用,3
爬山,3
外圍,3
原圖,3
嗚嗚,3
不盤,3
退出來,3
步入,3
樹林,3
電粉,3
日本人,3
週三,3
削價,3
財年,3
充沛,3
斯堪,3
納維,3
聊天,3
六年,3
始於,3
FDM,3
電吸門,3
黑化,3
同行,3
問到,3
大為,3
Cell,3
遮陽,3
場所,3
Fuel,3
臺南,3
上圖,3
升高,3
內凹,3
怕死,3
總有,3
一度電,3
防刮,3
比喻,3
上能,3
世人,3
白人,3
狗狗,3
請您,3
炸鍋,3
尿布,3
標檢局,3
Aptera,3
Prologue,3
幸運,3
可充,3
營運商,3
撐起,3
並由,3
American,3
興起,3
俐落,3
完蛋,3
便利度,3
軍事,3
圖個,3
開走,3
全時,3
要蓋,3
力求,3
輕型車,3
就將,3
幾十萬,3
TSLAUS,3
我給,3
爬升,3
拉鋸戰,3
Modular,3
三百萬,3
EMP,3
低階,3
拿起,3
千台,3
房貸,3
其車,3
前文,3
懸浮,3
Wilkins,3
前保桿,3
巴不得,3
地址,3
貴上,3
亞利桑那州,3
Crossland,3
酒駕,3
擷取,3
案場,3
儲電,3
你我,3
用法,3
揚聲器,3
盡可能,3
堪稱,3
買電,3
bZXSubaru,3
視頻,3
靠邊,3
題外話,3
環保署,3
榮登,3
旅充,3
還貴,3
退還,3
換了,3
歧視,3
二行程,3
改搭,3
舊有,3
博主,3
保密,3
稱讚,3
界面,3
竟是,3
多用,3
送測,3
歷來,3
明朗,3
拿去,3
中所,3
惡性,3
明天,3
有極,3
握感,3
小子,3
起家,3
熱水器,3
諾貝爾獎,3
說明會,3
萬千,3
美顏,3
來裝,3
光明,3
大賞,3
開快車,3
則在,3
學到,3
僅佔,3
Insignia,3
面貌,3
功能性,3
掮客,3
ACEA,3
捷盈,3
專事,3
預見,3
職缺,3
所得,3
年款,3
撥桿,3
抵定,3
paper,3
半價,3
洗澡,3
配車,3
將與,3
停到,3
便有,3
肌肉,3
通勤車,3
要當,3
重申,3
堅信,3
檢驗,3
缺席,3
中途,3
王座,3
塞進,3
糧食,3
經營業,3
每日,3
只用,3
徵才,3
修車,3
廣場,3
熱能,3
時有,3
孕婦,3
敬請,3
玉米,3
Edition,3
苗栗,3
碳權,3
移開,3
貼背,3
下雪,3
傳遞,3
撤資,3
出清,3
四顆,3
皮質,3
低頭,3
車對,3
右手,3
卡西歐,3
區域性,3
意謂,3
計算機,3
SSD,3
若能,3
放置,3
重量級,3
更重,3
空污,3
裝滿,3
封鎖,3
廣大,3
減資,3
減量,3
正夯,3
可觀,3
則可,3
專精,3
路試,3
賣翻,3
XMODE,3
PARKING,3
競品,3
前要,3
偏移,3
全民,3
Carscoops,3
剛剛好,3
攤位,3
行李架,3
售電,3
年末,3
野餐日,3
此刻,3
補進,3
不好意思,3
第二座,3
民調,3
號誌,3
改觀,3
質量,3
弄個,3
總和,3
會想,3
前言,3
不為過,3
以年,3
直徑,3
開萬,3
到家,3
僅以,3
one,3
美型,3
物質,3
坐過,3
押寶,3
排檔座,3
添購,3
德語,3
EuroNCAP,3
沒法,3
表態,3
回本,3
天才,3
已成,3
車距,3
爆單,3
說到底,3
終極,3
有害,3
換油,3
敞篷車,3
哪台,3
Weber,3
敷衍,2
上船,2
受測,2
襯衫,2
採光,2
移置,2
零度,2
地將,2
SonyHonda,2
往後,2
身份證,2
噱頭,2
飢餓,2
路政司,2
意即,2
制造,2
雙標,2
Robert,2
十萬,2
NACTOY,2
多樣性,2
終身,2
好人,2
改稱為,2
輛在,2
題材,2
停著,2
半滿,2
這將會,2
眾所皆知,2
增訂,2
Cost,2
拉抬,2
那將,2
會先,2
寵物,2
油炸,2
電極,2
貨運,2
衰敗,2
聲望,2
提議,2
雙寶,2
Truck,2
大展,2
直衝,2
營銷,2
往常,2
八樓,2
吃機,2
僅為,2
載人,2
評選出,2
零時,2
會因,2
軟軟,2
見仁見智,2
從業,2
挑選,2
佛羅里達州,2
顧路,2
將對,2
一區,2
下游,2
變慢,2
總平均,2
Mulan,2
微調,2
AppleGoogle,2
Shift,2
Media,2
耕耘,2
還都,2
傳言,2
停車區,2
力度,2
無解,2
捏一把冷汗,2
宛如,2
隔離,2
頂篷,2
表演,2
這使,2
VWOS,2
存款,2
那幾台,2
業務員,2
認定為,2
隸屬,2
成分,2
光芒,2
五子,2
妝點,2
擋路,2
搶不到,2
氧化,2
破產,2
單次,2
獲選為,2
不上,2
倡導,2
少部分,2
尊爵,2
月費,2
至匹,2
RenaultNissanMitsubishi,2
一撞,2
Kamiq,2
從匹,2
代表團,2
想得,2
門外漢,2
接觸到,2
電後,2
基建,2
難搞,2
Architecture,2
火星,2
老字號,2
VGT,2
正極,2
Rethink,2
男友,2
郭董,2
縮短,2
上周,2
變矮,2
媽媽,2
臺幣,2
挖挖,2
粗略,2
名人,2
愛因斯坦,2
出事,2
又將,2
電動椅,2
CHRVolkswagen,2
這算,2
熱絡,2
Donut,2
碳排量,2
多快,2
黃俐,2
要載,2
登科,2
森納美,2
車貴,2
忍痛,2
更動,2
顯示出,2
就屬,2
評等,2
幻影,2
隔絕,2
迷思,2
集成,2
開局,2
不看,2
星期一,2
超強,2
暢旺,2
則僅,2
布椅,2
這都,2
話語權,2
得主,2
三十二條,2
Exif,2
祭出,2
百輛,2
功力,2
花蓮縣,2
熱情,2
DNA,2
臺東縣,2
Copart,2
澎湖縣,2
黑白,2
金門縣,2
現實面,2
教主,2
要罰,2
